id,created_at,updated_at,serialNo,batch,vesselName,loadPort,vesselSailingDate,blDate,quantity,netBl,tmVariationQty,baseUnitOfMeasure,plant,dischargePort,customerName,vessArrivalDt,norTenderedDate,norAcceptedDate,dischargeCommensementDate,dischargeCompletionDate,daysTaken,demurrageRate,arrivalPort,arrPortDesc,expectedArrivalDat,loadPortName,customsOutOfCharg,fullDetailOcc,edrmPermissionLett,materialCode,dischargeRate,settleUnsettle,settleUnsettleStatus,layDateToStart,laytimeToCompleteAsPerAgreedDiscR,tentativeLaytimeCalculationTime,tentatvLaytimeRate,qtyHeader,countryId,countryName,uniqueVesselId,customerNo,compositeKey,vesselArrivelTime,time,startTime,dischargeCommensementTime,dischargeCompletionTime,norAcceptedTime,norTenderedTime,layTimeToStart,endTime,actualLaytime,berthingTime,deductionPeriod
a18218cd-a97c-4dcf-9d89-000350c65f39,51:29.0,34:36.9,1,I202122125,MV CHRISTINA J,0,00:00.0,00:00.0,56150,56150,0,MTS,5206,AEL-NAVLAKHI-EXBOND,AEL STOCK & SELL (YTT),00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,11,38000,5206,AEL-NAVLAKHI-EXBOND,00:00.0,,,,,S20010105,0,,,00:00.0,0,-9.55,-362900,56150,,,1000004759,113025,1|I202122125|1000004759,16:08:00,16:00:00,00:00:00,17:45:00,07:00:00,00:00:00,15:00:00,17:45:00,00:00:00,00:00:00,00:00:00,00:00:00
b7d059fa-227f-43ce-bc34-0005ee1140e4,51:29.0,34:36.9,1,I202223224,MV GOLDEN MAGNUM,4,00:00.0,00:00.0,99500,99500,0,MTS,5203,AEL-DAHEJ-EXBOND,AEL STOCK & SELL (YTT),00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,13,18000,5203,AEL-DAHEJ-EXBOND,00:00.0,SAMARINDA ANCHORAGE,,,,S20010105,30000,1,Settled,00:00.0,3.32,-2.49,-44879.4,99500,ID,INDONESIA,1000005580,113025,1|I202223224|1000005580,12:00:00,15:00:00,00:00:00,07:40:00,03:00:00,00:00:00,12:00:00,07:40:00,00:00:00,00:00:00,00:00:00,00:00:00
718b1bc6-9807-4707-bcfa-00060e2b66b6,51:29.0,34:36.9,1,S202324107,MV DARYA JAYA,0,00:00.0,00:00.0,63000,63000,0,MTS,5227,AEL-THOOTHUKUDI-EXBOND,NLC TAMILNADU POWER LTD,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,8,0,5227,AEL-THOOTHUKUDI-EXBOND,00:00.0,,,,,S20010113,0,,,,0,-738876.56,0,63000,,,1000006605,115772,1|S202324107|1000006605,05:48:00,07:42:00,00:00:00,06:00:00,13:30:00,00:00:00,05:48:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2c419228-fec0-4b9d-8b84-0009d4c5b59d,51:29.0,34:36.9,2,I202324628,MV MARAN VICTORY,16,00:00.0,00:00.0,16000,16000,0,MTS,5213,AEL-VISAKHAPATNAM-EXBOND,SHRI BAJRANG POWER AND ISPAT LTD,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,2,34000,5213,AEL-VISAKHAPATNAM-EXBOND,00:00.0,RICHARDS BAY COAL TERMINAL,,,,S20010105,0,1,Settled,00:00.0,0,-31.1,-1057400,63000,ZA,SOUTH AFRICA,1000006784,109063,2|I202324628|1000006784,01:45:00,06:45:00,00:00:00,08:45:00,08:30:00,00:00:00,01:45:00,13:45:00,00:00:00,00:00:00,00:00:00,15:55:00
89b11e1a-3138-4e16-8db7-003f7f84ad56,51:29.0,34:36.9,6,I202223096,MV ANGEL II,6,00:00.0,00:00.0,40000,40000,0,MTS,5224,AEL-GANGAVARAM-EXBOND,NTPC LTD,00:00.0,00:00.0,,00:00.0,00:00.0,14,26500,5224,AEL-GANGAVARAM-EXBOND,00:00.0,"MUARA PANTAI ANCHORAGE, BERAU REGENCY",,,,S20010105,35000,,,00:00.0,4.71,-0.52,-13666.05,165000,ID,INDONESIA,1000005238,17692,6|I202223096|1000005238,08:22:00,19:24:00,00:00:00,23:00:00,04:30:00,00:00:00,09:06:00,23:00:00,00:00:00,00:00:00,00:00:00,00:00:00
40f5d137-ab14-4cd1-97f0-004f593664df,51:29.0,34:36.9,1,H202223109,MV YASA FORTUNE,0,,00:00.0,3000,3000,0,MTS,5231,AEL-KRISHNAPATNAM-EXBOND,SLR METALIKS LTD,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,6,0,5231,AEL-KRISHNAPATNAM-EXBOND,00:00.0,,,,,S20010109,0,,,00:00.0,0,-4.13,0,31220,,,1000005931,116160,1|H202223109|1000005931,08:35:00,03:55:00,00:00:00,09:30:00,12:30:00,00:00:00,08:35:00,09:30:00,00:00:00,00:00:00,00:00:00,00:00:00
d1ecb503-9d80-4269-9878-006391f44c79,51:29.0,34:36.9,1,I202021369,MV GREAT SPRING,0,00:00.0,00:00.0,60500,60500,0,MTS,5234,AEL-HAZIRA-EXBOND,AEL STOCK & SELL (YTT),00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,2,26000,,,00:00.0,,,,,S20010105,0,,,00:00.0,0,-2.13,-55380,60500,,,1000004651,113025,1|I202021369|1000004651,10:00:00,08:00:00,00:00:00,14:48:00,18:00:00,00:00:00,10:00:00,14:48:00,00:00:00,00:00:00,00:00:00,00:00:00
24eebc6e-6de6-42cc-8ae9-007b8ac72567,51:29.0,34:36.9,1,I202324088,MV SERENE SKY,4,00:00.0,00:00.0,29115,0,0,MTS,5234,AEL-HAZIRA-EXBOND,AEL STOCK & SELL (YTT),00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,3,13500,5234,AEL-HAZIRA-EXBOND,00:00.0,SAMARINDA ANCHORAGE,,,,S20010105,25000,1,Settled,00:00.0,1.16,0.53,3608.55,29115,ID,INDONESIA,1000006143,113025,1|I202324088|1000006143,05:30:00,00:42:00,00:00:00,05:24:00,06:12:00,00:00:00,05:30:00,05:24:00,00:00:00,00:00:00,00:00:00,09:24:00
79ac070a-fe19-47f6-b0dd-0090595a4d6b,51:29.0,34:36.9,1,I202021338,MV AQUAENNA,0,00:00.0,00:00.0,87750,87750,0,MTS,5234,AEL-HAZIRA-EXBOND,AEL STOCK & SELL (YTT),00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,5,10500,,,00:00.0,,,,,S20010105,0,,,00:00.0,0,-2.92,-30660,87750,,,1000004620,113025,1|I202021338|1000004620,19:36:00,00:42:00,00:00:00,22:18:00,20:18:00,00:00:00,19:36:00,22:18:00,00:00:00,00:00:00,00:00:00,00:00:00
87d127b2-ad19-4ebf-a50b-00c55aaa2c16,51:29.0,34:36.9,1,H202425016,MV XIN TANG SHAN HAI 1,0,,00:00.0,37092,37092,0,MTS,5226,AEL-KARAIKAL-EXBOND,THE INDIA CEMENTS LTD,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,5,0,5226,AEL-KARAIKAL-EXBOND,00:00.0,,,,,S20010109,0,,,00:00.0,0,-1.88,0,37092,,,1000006923,15171,1|H202425016|1000006923,22:42:00,07:18:00,00:00:00,09:00:00,06:00:00,00:00:00,22:42:00,09:00:00,00:00:00,00:00:00,00:00:00,00:00:00
b10dc837-2f84-4cb3-b0f1-00d26adb349f,51:29.0,34:36.9,1,I201617560,MV MAHA ANOSHA,6,00:00.0,00:00.0,81931,81931,0,MTS,5201,AEL-MUNDRA-EXBOND,AEL STOCK & SELL (YTT),00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,2,6000,5201,AEL-MUNDRA-EXBOND,00:00.0,"MUARA PANTAI ANCHORAGE, BERAU REGENCY",,,,S20010105,45000,2,Unsettled,00:00.0,1.82,0.35,1052.1,81931,ID,INDONESIA,1000003159,113025,1|I201617560|1000003159,22:30:00,22:30:00,00:00:00,09:40:00,21:00:00,00:00:00,22:30:00,09:40:00,00:00:00,09:40:00,00:00:00,00:00:00
59c623be-8003-43a5-bac5-00db214c11db,51:29.0,34:36.9,1,I202223040,MV BERGE CRISTOBAL,3,00:00.0,00:00.0,84500,84500,0,MTS,5231,AEL-KRISHNAPATNAM-EXBOND,AEL STOCK & SELL (YTT),00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,4,12500,5231,AEL-KRISHNAPATNAM-EXBOND,00:00.0,"TABONEO ANCHORAGE,",,,,S20010105,20000,1,Settled,00:00.0,4.23,0.99,6156.25,84500,ID,INDONESIA,1000005202,113025,1|I202223040|1000005202,22:48:00,18:57:00,00:00:00,12:00:00,17:45:00,00:00:00,22:48:00,12:00:00,00:00:00,00:00:00,00:00:00,00:00:00
27dc74b2-7ec7-47ba-bc98-00e26a1b2691,51:29.0,34:36.9,1,I201617366,MV PRABHU SHAKTI,6,00:00.0,00:00.0,76676,76676,0,MTS,5203,AEL-DAHEJ-EXBOND,AEL STOCK & SELL (YTT),00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,3,9750,5203,AEL-DAHEJ-EXBOND,00:00.0,"MUARA PANTAI ANCHORAGE, BERAU REGENCY",,,,S20010105,30000,,,,2.56,-736290.44,-7178832025,76676,ID,INDONESIA,1000003055,113025,1|I201617366|1000003055,07:40:00,16:50:00,00:00:00,11:48:00,00:30:00,00:00:00,07:40:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
e0c04a77-cfb7-4f52-b973-00e2886fe7f6,51:29.0,34:36.9,1,I202324039,MV CAPE PROTEUS,0,00:00.0,00:00.0,0,0,0,MTS,5203,AEL-DAHEJ-EXBOND,AEL STOCK & SELL (YTT),00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,1,14000,5203,AEL-DAHEJ-EXBOND,00:00.0,,,,,S20010105,30000,1,Settled,00:00.0,1.04,0.08,552.3,31168,,,1000006030,113025,1|I202324039|1000006030,11:00:00,04:35:00,00:00:00,16:35:00,15:35:00,00:00:00,11:00:00,16:35:00,00:00:00,00:00:00,00:00:00,00:00:00
585ddad7-2390-4c97-a38b-00e37672f871,51:29.0,34:36.9,3,I202324442,MV MILLIE,12,00:00.0,00:00.0,42500,42500,0,MTS,5201,AEL-MUNDRA-EXBOND,TANDA THERMAL POWER STATION,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,2,34000,5201,AEL-MUNDRA-EXBOND,00:00.0,TANJUNG BARA COAL TERMINAL,,,,S20010105,40000,,,00:00.0,4.13,1.57,26605,165000,ID,INDONESIA,1000006614,202134,3|I202324442|1000006614,03:30:00,18:00:00,00:00:00,08:05:00,21:30:00,00:00:00,03:30:00,08:05:00,00:00:00,00:00:00,00:00:00,00:00:00
9209aa9a-50d5-4e7c-9d4b-00e6816a45ef,51:29.0,34:36.9,1,I201920096,MV GINGO,0,00:00.0,00:00.0,161284,161284,0,MTS,5224,AEL-GANGAVARAM-EXBOND,AEL STOCK & SELL (YTT),00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,30,12500,,,00:00.0,,,,,S20010105,0,,,,0,-737292.5,-9216156250,161284,,,1000004033,113025,1|I201920096|1000004033,06:22:00,04:48:00,00:00:00,09:30:00,12:00:00,00:00:00,07:12:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
4f73a4aa-8329-48f0-93fa-0119c5c7a059,51:29.0,34:36.9,1,I201718259,MV ANANGEL BRILLIANCE,0,00:00.0,00:00.0,124754,0,0,MTS,5237,AEL-TUNA-EXBOND,AEL STOCK & SELL (YTT),00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,5,25000,5237,AEL-TUNA-EXBOND,00:00.0,,,,,S20010105,30000,2,Unsettled,00:00.0,4.16,-0.23,-5787.5,124754,,,1000003366,113025,1|I201718259|1000003366,15:10:00,14:20:00,00:00:00,20:15:00,05:30:00,00:00:00,15:10:00,20:15:00,00:00:00,00:00:00,00:00:00,00:00:00
6d0b5a82-5401-490a-b908-011dff09d764,51:29.0,34:36.9,1,I202223241,MV CS WU HAN,4,00:00.0,00:00.0,77000,77000,0,MTS,5231,AEL-KRISHNAPATNAM-EXBOND,MAHARASHTRA STATE POWER GENERATION,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,6,15000,5231,AEL-KRISHNAPATNAM-EXBOND,00:00.0,SAMARINDA ANCHORAGE,,,,S20010105,30000,1,Settled,00:00.0,2.57,-0.34,-5149.5,77000,ID,INDONESIA,1000005590,200053,1|I202223241|1000005590,15:24:00,14:36:00,00:00:00,08:15:00,06:00:00,00:00:00,15:24:00,08:15:00,00:00:00,00:00:00,00:00:00,00:00:00
ec059231-f40f-4116-8359-015701cda96c,35:21.0,35:42.8,1,I24250601A,MV NORD KITAN,41,00:00.0,00:00.0,58980,58980,0,MTS,5228,AEL-DHARAMTAR-EXBOND,AEL STOCK & SELL (YTT),00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,6,0,5228,AEL-DHARAMTAR-EXBOND,00:00.0,PEUNAGA ANCH,,,,S20010105,11000,,,00:00.0,5.36,0.12,0,58980,ID,INDONESIA,1000007583,113025,1|I24250601A|1000007583,14:00:00,18:00:00,00:00:00,22:30:00,08:00:00,00:00:00,14:00:00,22:30:00,00:00:00,00:00:00,00:00:00,04:00:00
ee5d0de8-4917-4085-8d6d-0161abff0996,51:29.0,34:36.9,1,I202223073,MV SEA TAURUS,37,00:00.0,00:00.0,16250,16250,0,MTS,5212,AEL-PARADIP-EXBOND,KODERMA THERMAL POWER STATION,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,3,27000,5212,AEL-PARADIP-EXBOND,00:00.0,MUARA BANYUASIN,,,,S20010105,0,1,Settled,00:00.0,0,-1.45,-39150,40500,ID,INDONESIA,1000005224,113863,1|I202223073|1000005224,06:18:00,18:27:00,00:00:00,14:00:00,00:45:00,00:00:00,06:18:00,14:00:00,00:00:00,00:00:00,00:00:00,00:00:00
e4ea9855-2f46-41ed-a736-016bec6c3c74,51:29.0,34:36.9,1,I202021157,MV SEACON SHANGHAI,0,00:00.0,00:00.0,48902,48902,0,MTS,5231,AEL-KRISHNAPATNAM-EXBOND,AEL STOCK & SELL (YTT),00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,3,19250,,,00:00.0,,,,,S20010105,0,,,00:00.0,0,-2.93,-56402.5,48902,,,1000004495,113025,1|I202021157|1000004495,10:50:00,03:50:00,00:00:00,16:15:00,14:40:00,00:00:00,10:50:00,16:15:00,00:00:00,00:00:00,00:00:00,00:00:00
c6ca8dc9-69c2-4e18-94e9-0171d94c19cb,51:29.0,34:36.9,2,I202324442,MV MILLIE,12,00:00.0,00:00.0,40000,40000,0,MTS,5201,AEL-MUNDRA-EXBOND,FEROZE GANDHI UNCHAHAR THERMAL,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,2,34000,5201,AEL-MUNDRA-EXBOND,00:00.0,TANJUNG BARA COAL TERMINAL,,,,S20010105,40000,,,00:00.0,4.13,1.57,26605,165000,ID,INDONESIA,1000006614,202135,2|I202324442|1000006614,03:30:00,18:00:00,00:00:00,08:05:00,21:30:00,00:00:00,03:30:00,08:05:00,00:00:00,00:00:00,00:00:00,00:00:00
d9a740ac-8ebe-449d-b180-017292e16320,35:21.0,35:42.8,1,S202425114,MV ATLANTIC STAR,5212,00:00.0,00:00.0,72021,0,0,MTS,5227,AEL-THOOTHUKUDI-EXBOND,NLC TAMILNADU POWER LTD,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,6,12000,5227,AEL-THOOTHUKUDI-EXBOND,00:00.0,,,,,S20010113,15000,,,00:00.0,4.8,-0.1,-1183.2,72021,,,1000007368,115772,1|S202425114|1000007368,20:45:00,22:15:00,00:00:00,13:05:00,19:00:00,00:00:00,20:45:00,08:45:00,00:00:00,00:00:00,00:00:00,12:40:00
e5ee54d0-60ed-462d-88ed-0199bacbbad6,51:29.0,34:36.9,1,B202324287,MV STAR BORNEO,31,00:00.0,00:00.0,80000,80000,0,MTS,5224,AEL-GANGAVARAM-EXBOND,AEL STOCK & SELL (YTT),00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,3,12000,5224,AEL-GANGAVARAM-EXBOND,00:00.0,ABBOT POINT,,,,S20010105,35000,,,00:00.0,2.29,-0.15,-1851.6,80000,AU,AUSTRALIA,1000006436,113025,1|B202324287|1000006436,08:06:00,18:18:00,00:00:00,16:30:00,03:00:00,00:00:00,08:42:00,16:30:00,00:00:00,00:00:00,00:00:00,00:00:00
fbd12c35-ff96-4ddf-980b-01a91daea936,51:29.0,34:36.9,1,I202324520,MV AN LI,16,00:00.0,00:00.0,77342,77342,0,MTS,5231,AEL-KRISHNAPATNAM-EXBOND,AEL STOCK & SELL (YTT),00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,4,14000,5231,AEL-KRISHNAPATNAM-EXBOND,00:00.0,RICHARDS BAY COAL TERMINAL,,,,S20010105,30000,,,00:00.0,2.58,0.03,196.7,77342,ZA,SOUTH AFRICA,1000006736,113025,1|I202324520|1000006736,14:36:00,06:04:00,00:00:00,07:30:00,20:40:00,00:00:00,14:36:00,07:30:00,00:00:00,00:00:00,00:00:00,00:00:00
8ba07566-c92f-4681-bbd5-01c4fba62935,51:29.0,34:36.9,1,I202122142,MV ORIENT GENESIS,9,00:00.0,00:00.0,35000,35000,0,MTS,520C,AEL-DIGHI-EXBOND,AEL STOCK & SELL (YTT),00:00.0,00:00.0,,00:00.0,00:00.0,3,32000,520C,AEL-DIGHI-EXBOND,00:00.0,"MUARA JAWA ANCHORAGE,",,,,S20010105,0,,,00:00.0,0,-3.13,-100160,35000,ID,INDONESIA,1000004860,113025,1|I202122142|1000004860,02:12:00,18:48:00,00:00:00,18:00:00,21:00:00,00:00:00,02:12:00,18:00:00,00:00:00,00:00:00,00:00:00,00:00:00
d2497872-0357-4405-996f-01dbbf757cfc,51:29.0,34:36.9,1,I202425096,MV KM OSAKA,33,00:00.0,00:00.0,59136.35,59136.35,0,MTS,5237,AEL-TUNA-EXBOND,AEL STOCK & SELL (YTT),00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,3,20379,5237,AEL-TUNA-EXBOND,00:00.0,BALTIMORE,,,,S20010105,25000,,,00:00.0,2.37,0.88,8920.91,59136.35,US,USA,1000006989,113025,1|I202425096|1000006989,18:42:00,12:48:00,00:00:00,11:40:00,07:30:00,00:00:00,18:42:00,11:40:00,00:00:00,00:00:00,00:00:00,08:00:00
2aabf1c8-e9bc-4b64-b1fa-0209b3595989,51:29.0,34:36.9,1,I202021211,MV CAPE BREEZE,0,00:00.0,00:00.0,87307,87307,0,MTS,5234,AEL-HAZIRA-EXBOND,AEL STOCK & SELL (YTT),00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,4,20000,,,00:00.0,,,,,S20010105,0,,,00:00.0,0,-3.16,-63200,87307,,,1000004560,113025,1|I202021211|1000004560,17:40:00,16:08:00,00:00:00,06:00:00,09:48:00,00:00:00,17:40:00,06:00:00,00:00:00,00:00:00,00:00:00,00:00:00
bff7342a-2b0f-470a-84ea-020f79fe6c77,51:29.0,34:36.9,1,I201718487,MV JAG ANAND,6,00:00.0,00:00.0,69600,0,0,MTS,5203,AEL-DAHEJ-EXBOND,AEL STOCK & SELL (YTT),00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,5,13752,5203,AEL-DAHEJ-EXBOND,00:00.0,"MUARA PANTAI ANCHORAGE, BERAU REGENCY",,,,S20010105,30000,,,00:00.0,2.32,0.01,68.76,69600,ID,INDONESIA,1000003532,113025,1|I201718487|1000003532,15:30:00,13:30:00,00:00:00,21:30:00,05:00:00,00:00:00,15:30:00,21:30:00,00:00:00,00:00:00,00:00:00,00:00:00
5781ca31-df9b-4c5b-8c85-022b3b292988,51:29.0,34:36.9,2,I202324288,MV GOLDEN ZHOUSHAN,6,00:00.0,00:00.0,14113,0,0,MTS,5201,AEL-MUNDRA-EXBOND,TANDA THERMAL POWER STATION,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,2,16000,5201,AEL-MUNDRA-EXBOND,00:00.0,"MUARA PANTAI ANCHORAGE, BERAU REGENCY",,,,S20010105,40000,,,00:00.0,4.02,1.74,13920.8,160802,ID,INDONESIA,1000006412,202134,2|I202324288|1000006412,04:30:00,11:00:00,00:00:00,08:45:00,15:30:00,00:00:00,04:30:00,08:45:00,00:00:00,00:00:00,00:00:00,00:00:00
4dcd95c5-08e9-4f71-93ed-023397d33e93,51:29.0,34:36.9,4,I202223454,MV STAR MARILENA,44,00:00.0,00:00.0,25350,25350,0,MTS,5230,AEL-DHAMRA-EXBOND,KODERMA THERMAL POWER STATION,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,5,6000,5230,AEL-DHAMRA-EXBOND,00:00.0,TANJUNG KAMPEH,,,,S20010105,37000,,,00:00.0,2.85,0.86,2571.9,105350,ID,INDONESIA,1000005976,113863,4|I202223454|1000005976,22:42:00,13:48:00,00:00:00,12:45:00,12:30:00,00:00:00,22:42:00,12:45:00,00:00:00,00:00:00,00:00:00,00:00:00
75153bba-e819-43dd-8e3b-0237d8c7b3c7,51:29.0,34:36.9,2,I201920471,MV AQUA SPLENDOR,0,00:00.0,00:00.0,121526,4000,0,MTS,5237,AEL-TUNA-EXBOND,WONDER CEMENT LTD,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,5,17745,,,00:00.0,,,,,S20010105,0,,,00:00.0,0,-4.4,-78078,243052,,,1000004352,113243,2|I201920471|1000004352,20:00:00,02:30:00,00:00:00,13:00:00,22:30:00,00:00:00,20:00:00,13:00:00,00:00:00,00:00:00,00:00:00,00:00:00
3f4a3051-b311-4750-9fca-023d84832e73,51:29.0,34:36.9,1,I202425001,MV BULK ARA,16,00:00.0,00:00.0,38867,38867,0,MTS,5220,AEL-KAKINADA-EXBOND,AEL STOCK & SELL (YTT),00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,3,37000,5220,AEL-KAKINADA-EXBOND,00:00.0,RICHARDS BAY COAL TERMINAL,,,,S20010105,35000,,,00:00.0,2.14,0.04,723.35,74867,ZA,SOUTH AFRICA,1000006830,113025,1|I202425001|1000006830,13:30:00,10:45:00,00:00:00,21:51:00,00:15:00,00:00:00,13:30:00,21:51:00,00:00:00,00:00:00,00:00:00,00:00:00
7c11e843-ea26-4520-996c-023e19049e3e,51:29.0,34:36.9,1,I202223020,MV CHARM,6,00:00.0,00:00.0,78150,78150,0,MTS,5201,AEL-MUNDRA-EXBOND,ARAVALI POWER COMPANY PVT LTD,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,3,16000,5201,AEL-MUNDRA-EXBOND,00:00.0,"MUARA PANTAI ANCHORAGE, BERAU REGENCY",,,,S20010105,0,1,Settled,00:00.0,0,-1.35,-21600,78150,ID,INDONESIA,1000005182,113298,1|I202223020|1000005182,22:48:00,05:42:00,00:00:00,20:00:00,04:30:00,00:00:00,22:48:00,20:00:00,00:00:00,00:00:00,00:00:00,00:00:00
906d7f25-21d1-48a2-af1d-024fd80f1582,51:29.0,34:36.9,1,I202324183,MV AQUARUBY,3,00:00.0,00:00.0,74130,74130,0,MTS,5203,AEL-DAHEJ-EXBOND,AEL STOCK & SELL (YTT),00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,11,10250,5203,AEL-DAHEJ-EXBOND,00:00.0,"TABONEO ANCHORAGE,",,,,S20010105,30000,2,Unsettled,00:00.0,2.47,-0.15,-1527.25,74130,ID,INDONESIA,1000006265,113025,1|I202324183|1000006265,03:30:00,09:30:00,00:00:00,22:10:00,13:00:00,00:00:00,03:30:00,22:10:00,00:00:00,00:00:00,00:00:00,00:00:00
02b0fc48-8ccf-405a-b20f-0254cf7313c3,51:29.0,34:36.9,3,I202223142,MV SEMIRAMIS,19,00:00.0,00:00.0,4000,4000,0,MTS,5211,AEL-HALDIA-EXBOND,DAMODAR VALLEY CORPORATION,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,2,29000,5211,AEL-HALDIA-EXBOND,00:00.0,TANJUNG PEMANCHINGAN ANCHORAGE,,,,S20010105,0,1,Settled,00:00.0,0,-1.57,-45530,33000,ID,INDONESIA,1000005377,17906,3|I202223142|1000005377,03:50:00,06:00:00,00:00:00,20:15:00,09:50:00,00:00:00,03:50:00,20:15:00,00:00:00,00:00:00,00:00:00,00:00:00
a97e1e54-25a4-4f4e-b5bb-02558e9892d0,51:29.0,34:36.9,1,I202324322,MV DORIC KATANA,34,00:00.0,00:00.0,35000,35000,0,MTS,5208,AEL-MORMUGAO-EXBOND,AEL STOCK & SELL (YTT),00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,4,16294,5208,AEL-MORMUGAO-EXBOND,00:00.0,BUNATI ANCH,,,,S20010105,20000,,,00:00.0,1.75,0.09,733.23,35000,ID,INDONESIA,1000006428,113025,1|I202324322|1000006428,01:46:00,19:18:00,00:00:00,06:10:00,22:00:00,00:00:00,02:42:00,06:10:00,00:00:00,00:00:00,00:00:00,00:00:00
0c4c63c1-89a2-4325-b7b9-025b0bd5c60d,51:29.0,34:36.9,8,I201718242,MV RAHI,23,00:00.0,00:00.0,10087.26,0,0,MTS,5201,AEL-MUNDRA-EXBOND,TALWANDI SABO POWER LTD,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,3,21750,5201,AEL-MUNDRA-EXBOND,00:00.0,"TARAKAN A,INDONESIA",,,,S20010105,45000,2,Unsettled,00:00.0,3.59,1.29,14064.64,161700,ID,INDONESIA,1000003340,114241,8|I201718242|1000003340,15:24:00,23:51:00,00:00:00,19:05:00,15:15:00,00:00:00,15:24:00,19:05:00,00:00:00,00:00:00,00:00:00,12:55:00
71c44310-9c5c-42ba-b8ad-025d5247cc82,51:29.0,34:36.9,1,I202425163,MV GOLDEN SAKURA,51,00:00.0,00:00.0,60500,60500,0,MTS,5234,AEL-HAZIRA-EXBOND,AEL STOCK & SELL (YTT),00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,3,10000,5234,AEL-HAZIRA-EXBOND,00:00.0,MEULABOH ANCH,,,,S20010105,25000,,,00:00.0,2.42,0.24,1200,60500,ID,INDONESIA,1000007026,113025,1|I202425163|1000007026,08:18:00,19:30:00,00:00:00,12:42:00,03:48:00,00:00:00,08:18:00,12:42:00,00:00:00,00:00:00,00:00:00,11:00:00
0dc63ba8-8ed3-49ed-b5a7-0267f30552a6,51:29.0,34:36.9,2,I201718215,NAVIOS ETOILE,16,00:00.0,00:00.0,40000,0,0,MTS,5201,AEL-MUNDRA-EXBOND,YAJUR COMMODITIES LTD,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,6,18000,5201,AEL-MUNDRA-EXBOND,00:00.0,RICHARDS BAY COAL TERMINAL,,,,S20010105,45000,2,Unsettled,00:00.0,4.48,1,8960.4,201404,ZA,SOUTH AFRICA,1000003313,115239,2|I201718215|1000003313,17:54:00,09:36:00,00:00:00,15:55:00,03:30:00,00:00:00,17:54:00,15:55:00,00:00:00,00:00:00,00:00:00,00:00:00
a04c30a4-0584-469d-8749-02736675fb8d,51:29.0,34:36.9,1,I202122132,MV AL RAYAN,0,00:00.0,00:00.0,55150,55150,0,MTS,5206,AEL-NAVLAKHI-EXBOND,AEL STOCK & SELL (YTT),00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,6,29000,5206,AEL-NAVLAKHI-EXBOND,00:00.0,,,,,S20010105,0,,,00:00.0,0,-5.8,-168200,55150,,,1000004813,113025,1|I202122132|1000004813,00:06:00,00:54:00,00:00:00,05:50:00,01:00:00,00:00:00,00:06:00,05:50:00,00:00:00,00:00:00,00:00:00,00:00:00
